PF,perf.area,roughness,perf.side
2910,lower left,0.008462,Left
2910,lower left,0.005571,Left
2910,lower left,0.01881,Left
2910,lower left,0.009717,Left
2910,lower left,0.014613,Left
2910,lower left,0.006861,Left
2910,lower left,0.023621,Left
2910,lower left,0.004479,Left
2910,lower left,0.011446,Left
2910,lower left,0.016741,Left
2910,lower left,0.009008,Left
2910,lower left,0.040728,Left
2910,lower left,0.025712,Left
2910,lower left,0.009779,Left
2910,lower left,0.00415,Left
2910,lower left,0.012696,Left
2910,lower left,0.007499,Left
2910,lower left,0.010688,Left
2910,lower left,0.00774,Left
2910,lower left,0.006807,Left
2910,lower left,0.007734,Left
2910,lower left,0.007902,Left
2910,lower left,0.006355,Left
2910,lower left,0.009724,Left
2910,lower left,0.012786,Left
2910,lower left,0.012414,Left
2910,lower left,0.008727,Left
2910,lower left,0.006314,Left
2910,lower left,0.006545,Left
2910,lower left,0.007465,Left
2910,lower left,0.018256,Left
2910,lower left,0.012361,Left
2910,lower left,0.00841,Left
2910,lower left,0.004602,Left
2910,lower left,0.010413,Left
2910,lower left,0.005197,Left
2910,lower left,0.006559,Left
2910,lower left,0.037629,Left
2910,lower left,0.006244,Left
2910,lower left,0.00491,Left
2910,lower left,0.008957,Left
2910,lower left,0.004624,Left
2910,lower left,0.012624,Left
2910,lower left,0.010565,Left
2910,lower left,0.012892,Left
2910,lower left,0.011092,Left
2910,lower left,0.011427,Left
2910,lower left,0.004439,Left
2910,lower left,0.005231,Left
2910,lower left,0.004698,Left
2910,lower left,0.017081,Left
2910,lower left,0.005408,Left
2910,lower left,0.006043,Left
2910,lower left,0.005556,Left
2910,lower left,0.004515,Left
2910,lower left,0.011438,Left
2910,lower left,0.016264,Left
2910,lower left,0.005433,Left
2910,lower left,0.017487,Left
2910,lower left,0.004547,Left
2910,lower left,0.015432,Left
2910,lower left,0.007415,Left
2910,lower left,0.005361,Left
2910,lower left,0.008633,Left
2910,lower left,0.011187,Left
2910,lower left,0.011543,Left
2910,lower left,0.008555,Left
2910,lower left,0.013814,Left
2910,lower left,0.022012,Left
2910,lower left,0.008743,Left
2910,lower left,0.005339,Left
2910,lower left,0.005567,Left
2910,lower left,0.018755,Left
2910,lower left,0.004297,Left
2910,lower left,0.009488,Left
2910,lower left,0.007281,Left
2910,lower left,0.004432,Left
2910,lower left,0.008572,Left
2910,lower left,0.02462,Left
2910,lower left,0.005575,Left
2910,lower left,0.006274,Left
2910,lower left,0.01217,Left
2910,lower left,0.012828,Left
2910,lower left,0.006462,Left
2910,lower left,0.010293,Left
2910,lower left,0.033125,Left
2910,lower left,0.006311,Left
2910,lower left,0.006581,Left
2910,lower left,0.015481,Left
2910,lower left,0.008846,Left
2910,lower left,0.018752,Left
2910,lower left,0.00652,Left
2910,lower left,0.004848,Left
2910,lower left,0.011306,Left
2910,lower left,0.006604,Left
2910,lower left,0.010745,Left
2910,lower left,0.018706,Left
2910,lower left,0.007825,Left
2910,lower left,0.020757,Left
2910,lower left,0.009841,Left
2910,lower right,0.012193,Right
2910,lower right,0.020792,Right
2910,lower right,0.00533,Right
2910,lower right,0.019383,Right
2910,lower right,0.036742,Right
2910,lower right,0.011018,Right
2910,lower right,0.01761,Right
2910,lower right,0.025689,Right
2910,lower right,0.005914,Right
2910,lower right,0.004594,Right
2910,lower right,0.02467,Right
2910,lower right,0.008706,Right
2910,lower right,0.057331,Right
2910,lower right,0.007049,Right
2910,lower right,0.004273,Right
2910,lower right,0.007775,Right
2910,lower right,0.008711,Right
2910,lower right,0.007713,Right
2910,lower right,0.010049,Right
2910,lower right,0.010498,Right
2910,lower right,0.013863,Right
2910,lower right,0.040155,Right
2910,lower right,0.015236,Right
2910,lower right,0.034904,Right
2910,lower right,0.015713,Right
2910,lower right,0.057805,Right
2910,lower right,0.034904,Right
2910,lower right,0.01967,Right
2910,lower right,0.015184,Right
2910,lower right,0.026295,Right
2910,lower right,0.011336,Right
2910,lower right,0.030097,Right
2910,lower right,0.007027,Right
2910,lower right,0.010511,Right
2910,lower right,0.010688,Right
2910,lower right,0.00665,Right
2910,lower right,0.015189,Right
2910,lower right,0.006679,Right
2910,lower right,0.008046,Right
2910,lower right,0.023205,Right
2910,lower right,0.024139,Right
2910,lower right,0.026573,Right
2910,lower right,0.012471,Right
2910,lower right,0.004005,Right
2910,lower right,0.047106,Right
2910,lower right,0.012132,Right
2910,lower right,0.017918,Right
2910,lower right,0.009261,Right
2910,lower right,0.007867,Right
2910,lower right,0.005343,Right
2910,lower right,0.007191,Right
2910,lower right,0.014688,Right
2910,lower right,0.020846,Right
2910,lower right,0.006743,Right
2910,lower right,0.015843,Right
2910,lower right,0.006973,Right
2910,lower right,0.028744,Right
2910,lower right,0.013717,Right
2910,lower right,0.005952,Right
2910,lower right,0.054906,Right
2910,lower right,0.028866,Right
2910,lower right,0.004823,Right
2910,lower right,0.028716,Right
2910,lower right,0.01344,Right
2910,lower right,0.008466,Right
2910,lower right,0.006375,Right
2910,lower right,0.013851,Right
2910,lower right,0.010704,Right
2910,lower right,0.006317,Right
2910,lower right,0.005349,Right
2910,lower right,0.024713,Right
2910,lower right,0.011996,Right
2910,lower right,0.01311,Right
2910,lower right,0.008179,Right
2910,lower right,0.019488,Right
2910,lower right,0.00525,Right
2910,lower right,0.007439,Right
2910,lower right,0.009724,Right
2910,lower right,0.040498,Right
2910,lower right,0.014356,Right
2910,lower right,0.015006,Right
2910,lower right,0.007856,Right
2910,lower right,0.008882,Right
2910,lower right,0.022684,Right
2910,lower right,0.051958,Right
2910,lower right,0.052801,Right
2910,lower right,0.027937,Right
2910,lower right,0.006771,Right
2910,lower right,0.004785,Right
2910,lower right,0.030016,Right
2910,lower right,0.012742,Right
2910,lower right,0.005416,Right
2910,lower right,0.018039,Right
2910,lower right,0.007889,Right
2910,lower right,0.013562,Right
2910,lower right,0.008786,Right
2910,lower right,0.009116,Right
2910,lower right,0.01911,Right
2910,lower right,0.00403,Right
2910,lower right,0.007967,Right
2910,upper left,0.01052,Left
2910,upper left,0.005945,Left
2910,upper left,0.004233,Left
2910,upper left,0.014367,Left
2910,upper left,0.004903,Left
2910,upper left,0.009278,Left
2910,upper left,0.018012,Left
2910,upper left,0.011574,Left
2910,upper left,0.010577,Left
2910,upper left,0.009086,Left
2910,upper left,0.009839,Left
2910,upper left,0.006841,Left
2910,upper left,0.004771,Left
2910,upper left,0.018774,Left
2910,upper left,0.004208,Left
2910,upper left,0.005189,Left
2910,upper left,0.012219,Left
2910,upper left,0.004743,Left
2910,upper left,0.010869,Left
2910,upper left,0.016978,Left
2910,upper left,0.006907,Left
2910,upper left,0.009815,Left
2910,upper left,0.010219,Left
2910,upper left,0.017549,Left
2910,upper left,0.007385,Left
2910,upper left,0.005419,Left
2910,upper left,0.004218,Left
2910,upper left,0.005699,Left
2910,upper left,0.006674,Left
2910,upper left,0.007387,Left
2910,upper left,0.005465,Left
2910,upper left,0.004048,Left
2910,upper left,0.008391,Left
2910,upper left,0.019919,Left
2910,upper left,0.007624,Left
2910,upper left,0.006832,Left
2910,upper left,0.004654,Left
2910,upper left,0.020799,Left
2910,upper left,0.006869,Left
2910,upper left,0.004616,Left
2910,upper left,0.008902,Left
2910,upper left,0.005688,Left
2910,upper left,0.008516,Left
2910,upper left,0.00717,Left
2910,upper left,0.018323,Left
2910,upper left,0.004736,Left
2910,upper left,0.011944,Left
2910,upper left,0.004504,Left
2910,upper left,0.017515,Left
2910,upper left,0.008966,Left
2910,upper left,0.004198,Left
2910,upper left,0.012908,Left
2910,upper left,0.009908,Left
2910,upper left,0.01114,Left
2910,upper left,0.009757,Left
2910,upper left,0.011524,Left
2910,upper left,0.004083,Left
2910,upper left,0.006552,Left
2910,upper left,0.017846,Left
2910,upper left,0.006705,Left
2910,upper left,0.021812,Left
2910,upper left,0.023733,Left
2910,upper left,0.008946,Left
2910,upper left,0.012202,Left
2910,upper left,0.011975,Left
2910,upper left,0.012626,Left
2910,upper left,0.006994,Left
2910,upper left,0.015816,Left
2910,upper left,0.005406,Left
2910,upper left,0.010139,Left
2910,upper left,0.004523,Left
2910,upper left,0.016182,Left
2910,upper left,0.005914,Left
2910,upper left,0.024829,Left
2910,upper left,0.011786,Left
2910,upper left,0.008985,Left
2910,upper left,0.011973,Left
2910,upper left,0.011652,Left
2910,upper left,0.004372,Left
2910,upper left,0.012139,Left
2910,upper left,0.022386,Left
2910,upper left,0.014872,Left
2910,upper left,0.007035,Left
2910,upper left,0.007926,Left
2910,upper left,0.005193,Left
2910,upper left,0.017191,Left
2910,upper left,0.010645,Left
2910,upper left,0.008046,Left
2910,upper left,0.011684,Left
2910,upper left,0.027655,Left
2910,upper left,0.007071,Left
2910,upper left,0.011735,Left
2910,upper left,0.024799,Left
2910,upper left,0.010582,Left
2910,upper left,0.02094,Left
2910,upper left,0.005816,Left
2910,upper left,0.006496,Left
2910,upper left,0.011266,Left
2910,upper left,0.009298,Left
2910,upper left,0.016858,Left
2910,upper right,0.00644,Right
2910,upper right,0.015494,Right
2910,upper right,0.01244,Right
2910,upper right,0.011872,Right
2910,upper right,0.013884,Right
2910,upper right,0.013009,Right
2910,upper right,0.011234,Right
2910,upper right,0.009454,Right
2910,upper right,0.005059,Right
2910,upper right,0.005177,Right
2910,upper right,0.01101,Right
2910,upper right,0.008389,Right
2910,upper right,0.008316,Right
2910,upper right,0.015633,Right
2910,upper right,0.016777,Right
2910,upper right,0.008443,Right
2910,upper right,0.005,Right
2910,upper right,0.020811,Right
2910,upper right,0.008976,Right
2910,upper right,0.026066,Right
2910,upper right,0.013428,Right
2910,upper right,0.007314,Right
2910,upper right,0.024189,Right
2910,upper right,0.007034,Right
2910,upper right,0.006556,Right
2910,upper right,0.004066,Right
2910,upper right,0.01125,Right
2910,upper right,0.005779,Right
2910,upper right,0.008881,Right
2910,upper right,0.031025,Right
2910,upper right,0.024212,Right
2910,upper right,0.006692,Right
2910,upper right,0.01326,Right
2910,upper right,0.009163,Right
2910,upper right,0.006139,Right
2910,upper right,0.004253,Right
2910,upper right,0.016058,Right
2910,upper right,0.012125,Right
2910,upper right,0.018289,Right
2910,upper right,0.00416,Right
2910,upper right,0.008344,Right
2910,upper right,0.010399,Right
2910,upper right,0.017652,Right
2910,upper right,0.006793,Right
2910,upper right,0.016856,Right
2910,upper right,0.020003,Right
2910,upper right,0.013159,Right
2910,upper right,0.009274,Right
2910,upper right,0.008248,Right
2910,upper right,0.008158,Right
2910,upper right,0.011943,Right
2910,upper right,0.009376,Right
2910,upper right,0.0077210000000000004,Right
2910,upper right,0.006949,Right
2910,upper right,0.030421,Right
2910,upper right,0.006405,Right
2910,upper right,0.007544,Right
2910,upper right,0.01063,Right
2910,upper right,0.016048,Right
2910,upper right,0.011247,Right
2910,upper right,0.005099,Right
2910,upper right,0.014249,Right
2910,upper right,0.009756,Right
2910,upper right,0.008291,Right
2910,upper right,0.012873,Right
2910,upper right,0.013659,Right
2910,upper right,0.010835,Right
2910,upper right,0.009855,Right
2910,upper right,0.008965,Right
2910,upper right,0.015959,Right
2910,upper right,0.010167,Right
2910,upper right,0.007928,Right
2910,upper right,0.007137,Right
2910,upper right,0.004391,Right
2910,upper right,0.011289,Right
2910,upper right,0.005753,Right
2910,upper right,0.010557,Right
2910,upper right,0.02848,Right
2910,upper right,0.008813,Right
2910,upper right,0.004134,Right
2910,upper right,0.008189,Right
2910,upper right,0.008352,Right
2910,upper right,0.012556,Right
2910,upper right,0.029927,Right
2910,upper right,0.021192,Right
2910,upper right,0.007668,Right
2910,upper right,0.011231,Right
2910,upper right,0.024412,Right
2910,upper right,0.01224,Right
2910,upper right,0.023221,Right
2910,upper right,0.005307,Right
2910,upper right,0.013616,Right
2910,upper right,0.012635,Right
2910,upper right,0.01618,Right
2910,upper right,0.012407,Right
2910,upper right,0.020921,Right
2910,upper right,0.006605,Right
2910,upper right,0.010129,Right
2910,upper right,0.010093,Right
2910,upper right,0.00853,Right
2915,lower left,0.008116,Left
2915,lower left,0.012664,Left
2915,lower left,0.007892,Left
2915,lower left,0.01001,Left
2915,lower left,0.024543,Left
2915,lower left,0.012342,Left
2915,lower left,0.012125,Left
2915,lower left,0.01963,Left
2915,lower left,0.034493,Left
2915,lower left,0.008953,Left
2915,lower left,0.029266,Left
2915,lower left,0.012264,Left
2915,lower left,0.011467,Left
2915,lower left,0.015463,Left
2915,lower left,0.018846,Left
2915,lower left,0.030199,Left
2915,lower left,0.009251,Left
2915,lower left,0.010914,Left
2915,lower left,0.012838,Left
2915,lower left,0.012232,Left
2915,lower left,0.022145,Left
2915,lower left,0.009092,Left
2915,lower left,0.019451,Left
2915,lower left,0.008709,Left
2915,lower left,0.024676,Left
2915,lower left,0.008597,Left
2915,lower left,0.021059,Left
2915,lower left,0.008947,Left
2915,lower left,0.010907,Left
2915,lower left,0.009536,Left
2915,lower left,0.009162,Left
2915,lower left,0.012516,Left
2915,lower left,0.00842,Left
2915,lower left,0.00931,Left
2915,lower left,0.009054,Left
2915,lower left,0.01694,Left
2915,lower left,0.007714,Left
2915,lower left,0.008668,Left
2915,lower left,0.010683,Left
2915,lower left,0.010678,Left
2915,lower left,0.015948,Left
2915,lower left,0.011625,Left
2915,lower left,0.009571,Left
2915,lower left,0.007955,Left
2915,lower left,0.009277,Left
2915,lower left,0.015332,Left
2915,lower left,0.015872,Left
2915,lower left,0.013085,Left
2915,lower left,0.01576,Left
2915,lower left,0.024051,Left
2915,lower left,0.03323,Left
2915,lower left,0.009411,Left
2915,lower left,0.007481,Left
2915,lower left,0.007147,Left
2915,lower left,0.011183,Left
2915,lower left,0.011499,Left
2915,lower left,0.018041,Left
2915,lower left,0.014733,Left
2915,lower left,0.014057,Left
2915,lower left,0.009358,Left
2915,lower left,0.014639,Left
2915,lower left,0.014091,Left
2915,lower left,0.008587,Left
2915,lower left,0.010509,Left
2915,lower left,0.007652,Left
2915,lower left,0.017343,Left
2915,lower left,0.012033,Left
2915,lower left,0.009664,Left
2915,lower left,0.015816,Left
2915,lower left,0.010692,Left
2915,lower left,0.024419,Left
2915,lower left,0.024964,Left
2915,lower left,0.025762,Left
2915,lower left,0.021495,Left
2915,lower left,0.018901,Left
2915,lower left,0.007183,Left
2915,lower left,0.007932,Left
2915,lower left,0.019548,Left
2915,lower left,0.018337,Left
2915,lower left,0.01232,Left
2915,lower left,0.010934,Left
2915,lower left,0.014868,Left
2915,lower left,0.014458,Left
2915,lower left,0.011782,Left
2915,lower left,0.007202,Left
2915,lower left,0.013,Left
2915,lower left,0.021363,Left
2915,lower left,0.007352,Left
2915,lower left,0.017965,Left
2915,lower left,0.010985,Left
2915,lower left,0.026214,Left
2915,lower left,0.012179,Left
2915,lower left,0.007956,Left
2915,lower left,0.016024,Left
2915,lower left,0.00837,Left
2915,lower left,0.011794,Left
2915,lower left,0.007258,Left
2915,lower left,0.013646,Left
2915,lower left,0.009794,Left
2915,lower left,0.009537,Left
2915,lower right,0.015484,Right
2915,lower right,0.014798,Right
2915,lower right,0.020155,Right
2915,lower right,0.009605,Right
2915,lower right,0.019392,Right
2915,lower right,0.012219,Right
2915,lower right,0.027843,Right
2915,lower right,0.026272,Right
2915,lower right,0.018637,Right
2915,lower right,0.014499,Right
2915,lower right,0.010781,Right
2915,lower right,0.01022,Right
2915,lower right,0.036335,Right
2915,lower right,0.010605,Right
2915,lower right,0.01318,Right
2915,lower right,0.021281,Right
2915,lower right,0.019846,Right
2915,lower right,0.011625,Right
2915,lower right,0.018588,Right
2915,lower right,0.014421,Right
2915,lower right,0.009428,Right
2915,lower right,0.022887,Right
2915,lower right,0.012922,Right
2915,lower right,0.026115,Right
2915,lower right,0.018729,Right
2915,lower right,0.007103,Right
2915,lower right,0.00866,Right
2915,lower right,0.020381,Right
2915,lower right,0.008742,Right
2915,lower right,0.008434,Right
2915,lower right,0.023519,Right
2915,lower right,0.019146,Right
2915,lower right,0.020465,Right
2915,lower right,0.014206,Right
2915,lower right,0.03026,Right
2915,lower right,0.020513,Right
2915,lower right,0.022606,Right
2915,lower right,0.011876,Right
2915,lower right,0.023074,Right
2915,lower right,0.029904,Right
2915,lower right,0.015965,Right
2915,lower right,0.012658,Right
2915,lower right,0.014763,Right
2915,lower right,0.02725,Right
2915,lower right,0.024666,Right
2915,lower right,0.009689,Right
2915,lower right,0.01478,Right
2915,lower right,0.019677,Right
2915,lower right,0.014611,Right
2915,lower right,0.019276,Right
2915,lower right,0.020756,Right
2915,lower right,0.013784,Right
2915,lower right,0.024869,Right
2915,lower right,0.007655,Right
2915,lower right,0.02421,Right
2915,lower right,0.02636,Right
2915,lower right,0.014793,Right
2915,lower right,0.007768,Right
2915,lower right,0.022419,Right
2915,lower right,0.013362,Right
2915,lower right,0.008295,Right
2915,lower right,0.022108,Right
2915,lower right,0.01027,Right
2915,lower right,0.017757,Right
2915,lower right,0.025994,Right
2915,lower right,0.015377,Right
2915,lower right,0.021847,Right
2915,lower right,0.016541,Right
2915,lower right,0.010342,Right
2915,lower right,0.025153,Right
2915,lower right,0.012938,Right
2915,lower right,0.032284,Right
2915,lower right,0.010822,Right
2915,lower right,0.037269,Right
2915,lower right,0.015913,Right
2915,lower right,0.016573,Right
2915,lower right,0.015439,Right
2915,lower right,0.009175,Right
2915,lower right,0.016891,Right
2915,lower right,0.009106,Right
2915,lower right,0.028127,Right
2915,lower right,0.026152,Right
2915,lower right,0.011533,Right
2915,lower right,0.025874,Right
2915,lower right,0.010077,Right
2915,lower right,0.011705,Right
2915,lower right,0.020285,Right
2915,lower right,0.028218,Right
2915,lower right,0.007123,Right
2915,lower right,0.007732,Right
2915,lower right,0.017963,Right
2915,lower right,0.030417,Right
2915,lower right,0.01227,Right
2915,lower right,0.013739,Right
2915,lower right,0.009561,Right
2915,lower right,0.012206,Right
2915,lower right,0.018984,Right
2915,lower right,0.012949,Right
2915,lower right,0.012965,Right
2915,lower right,0.015789,Right
2915,upper left,0.013661,Left
2915,upper left,0.018327,Left
2915,upper left,0.009728,Left
2915,upper left,0.011535,Left
2915,upper left,0.009761,Left
2915,upper left,0.008188,Left
2915,upper left,0.011053,Left
2915,upper left,0.008705,Left
2915,upper left,0.008275,Left
2915,upper left,0.014416,Left
2915,upper left,0.008305,Left
2915,upper left,0.01075,Left
2915,upper left,0.011948,Left
2915,upper left,0.009515,Left
2915,upper left,0.008364,Left
2915,upper left,0.011289,Left
2915,upper left,0.011383,Left
2915,upper left,0.011006,Left
2915,upper left,0.008502,Left
2915,upper left,0.007196,Left
2915,upper left,0.007039,Left
2915,upper left,0.00715,Left
2915,upper left,0.008344,Left
2915,upper left,0.017584,Left
2915,upper left,0.009715,Left
2915,upper left,0.018509,Left
2915,upper left,0.007617,Left
2915,upper left,0.009617,Left
2915,upper left,0.008325,Left
2915,upper left,0.007838,Left
2915,upper left,0.007301,Left
2915,upper left,0.01351,Left
2915,upper left,0.008303,Left
2915,upper left,0.012103,Left
2915,upper left,0.010282,Left
2915,upper left,0.014339,Left
2915,upper left,0.011156,Left
2915,upper left,0.007938,Left
2915,upper left,0.011393,Left
2915,upper left,0.009243,Left
2915,upper left,0.00964,Left
2915,upper left,0.007472,Left
2915,upper left,0.008801,Left
2915,upper left,0.022215,Left
2915,upper left,0.01238,Left
2915,upper left,0.007618,Left
2915,upper left,0.018059,Left
2915,upper left,0.024644,Left
2915,upper left,0.020039,Left
2915,upper left,0.00786,Left
2915,upper left,0.016727,Left
2915,upper left,0.007661,Left
2915,upper left,0.011131,Left
2915,upper left,0.014637,Left
2915,upper left,0.008559,Left
2915,upper left,0.010192,Left
2915,upper left,0.007821,Left
2915,upper left,0.023581,Left
2915,upper left,0.013631,Left
2915,upper left,0.012731,Left
2915,upper left,0.008885,Left
2915,upper left,0.008242,Left
2915,upper left,0.01327,Left
2915,upper left,0.018103,Left
2915,upper left,0.009263,Left
2915,upper left,0.012206,Left
2915,upper left,0.011524,Left
2915,upper left,0.007474,Left
2915,upper left,0.013328,Left
2915,upper left,0.012163,Left
2915,upper left,0.015349,Left
2915,upper left,0.007422,Left
2915,upper left,0.007063,Left
2915,upper left,0.008811,Left
2915,upper left,0.00761,Left
2915,upper left,0.007747,Left
2915,upper left,0.0113,Left
2915,upper left,0.012288,Left
2915,upper left,0.008685,Left
2915,upper left,0.016576,Left
2915,upper left,0.013356,Left
2915,upper left,0.012993,Left
2915,upper left,0.010991,Left
2915,upper left,0.009443,Left
2915,upper left,0.017258,Left
2915,upper left,0.017886,Left
2915,upper left,0.011885,Left
2915,upper left,0.021787,Left
2915,upper left,0.008062,Left
2915,upper left,0.010804,Left
2915,upper left,0.009487,Left
2915,upper left,0.014647,Left
2915,upper left,0.008886,Left
2915,upper left,0.008538,Left
2915,upper left,0.00788,Left
2915,upper left,0.020431,Left
2915,upper left,0.024756,Left
2915,upper left,0.016233,Left
2915,upper left,0.011798,Left
2915,upper left,0.008291,Left
2915,upper right,0.03185,Right
2915,upper right,0.013664,Right
2915,upper right,0.017387,Right
2915,upper right,0.018906,Right
2915,upper right,0.010862,Right
2915,upper right,0.012931,Right
2915,upper right,0.027904,Right
2915,upper right,0.011495,Right
2915,upper right,0.0132,Right
2915,upper right,0.011881,Right
2915,upper right,0.009762,Right
2915,upper right,0.01653,Right
2915,upper right,0.017692,Right
2915,upper right,0.016563,Right
2915,upper right,0.007524,Right
2915,upper right,0.010883,Right
2915,upper right,0.01554,Right
2915,upper right,0.00823,Right
2915,upper right,0.009251,Right
2915,upper right,0.007412,Right
2915,upper right,0.019018,Right
2915,upper right,0.015476,Right
2915,upper right,0.012105,Right
2915,upper right,0.032187,Right
2915,upper right,0.014644,Right
2915,upper right,0.02232,Right
2915,upper right,0.010374,Right
2915,upper right,0.007837,Right
2915,upper right,0.036863,Right
2915,upper right,0.025446,Right
2915,upper right,0.010629,Right
2915,upper right,0.008564,Right
2915,upper right,0.009182,Right
2915,upper right,0.009541,Right
2915,upper right,0.032661,Right
2915,upper right,0.013761,Right
2915,upper right,0.015152,Right
2915,upper right,0.015063,Right
2915,upper right,0.019631,Right
2915,upper right,0.008927,Right
2915,upper right,0.022334,Right
2915,upper right,0.009288,Right
2915,upper right,0.012915,Right
2915,upper right,0.032387,Right
2915,upper right,0.00717,Right
2915,upper right,0.010392,Right
2915,upper right,0.015811,Right
2915,upper right,0.028482,Right
2915,upper right,0.018904,Right
2915,upper right,0.012875,Right
2915,upper right,0.015147,Right
2915,upper right,0.020781,Right
2915,upper right,0.014609,Right
2915,upper right,0.013223,Right
2915,upper right,0.011308,Right
2915,upper right,0.016766,Right
2915,upper right,0.010225,Right
2915,upper right,0.009715,Right
2915,upper right,0.020903,Right
2915,upper right,0.015453,Right
2915,upper right,0.008863,Right
2915,upper right,0.009683,Right
2915,upper right,0.020635,Right
2915,upper right,0.010078,Right
2915,upper right,0.023405,Right
2915,upper right,0.040316,Right
2915,upper right,0.021746,Right
2915,upper right,0.018203,Right
2915,upper right,0.01758,Right
2915,upper right,0.022709,Right
2915,upper right,0.008733,Right
2915,upper right,0.024286,Right
2915,upper right,0.007755,Right
2915,upper right,0.013995,Right
2915,upper right,0.00803,Right
2915,upper right,0.013237,Right
2915,upper right,0.007804,Right
2915,upper right,0.009979,Right
2915,upper right,0.011664,Right
2915,upper right,0.012448,Right
2915,upper right,0.015971,Right
2915,upper right,0.016757,Right
2915,upper right,0.007701,Right
2915,upper right,0.009683,Right
2915,upper right,0.025663,Right
2915,upper right,0.01563,Right
2915,upper right,0.012324,Right
2915,upper right,0.015588,Right
2915,upper right,0.014134,Right
2915,upper right,0.008937,Right
2915,upper right,0.013149,Right
2915,upper right,0.01204,Right
2915,upper right,0.016676,Right
2915,upper right,0.026189,Right
2915,upper right,0.010649,Right
2915,upper right,0.020278,Right
2915,upper right,0.024196,Right
2915,upper right,0.022774,Right
2915,upper right,0.010139,Right
2915,upper right,0.030927,Right
2916,lower left,0.013933,Left
2916,lower left,0.02129,Left
2916,lower left,0.013086,Left
2916,lower left,0.017392,Left
2916,lower left,0.03104,Left
2916,lower left,0.023417,Left
2916,lower left,0.01257,Left
2916,lower left,0.029044,Left
2916,lower left,0.022932,Left
2916,lower left,0.012469,Left
2916,lower left,0.017365,Left
2916,lower left,0.010351,Left
2916,lower left,0.01402,Left
2916,lower left,0.012386,Left
2916,lower left,0.024218,Left
2916,lower left,0.036657,Left
2916,lower left,0.020746,Left
2916,lower left,0.013249,Left
2916,lower left,0.02768,Left
2916,lower left,0.022187,Left
2916,lower left,0.028467,Left
2916,lower left,0.012762,Left
2916,lower left,0.012303,Left
2916,lower left,0.009844,Left
2916,lower left,0.015113,Left
2916,lower left,0.01015,Left
2916,lower left,0.023144,Left
2916,lower left,0.033096,Left
2916,lower left,0.012093,Left
2916,lower left,0.010111,Left
2916,lower left,0.025782,Left
2916,lower left,0.037599,Left
2916,lower left,0.010341,Left
2916,lower left,0.022206,Left
2916,lower left,0.009641,Left
2916,lower left,0.01659,Left
2916,lower left,0.020817,Left
2916,lower left,0.011629,Left
2916,lower left,0.012295,Left
2916,lower left,0.030723,Left
2916,lower left,0.01687,Left
2916,lower left,0.010172,Left
2916,lower left,0.018586,Left
2916,lower left,0.016913,Left
2916,lower left,0.014875,Left
2916,lower left,0.032595,Left
2916,lower left,0.016916,Left
2916,lower left,0.011893,Left
2916,lower left,0.024634,Left
2916,lower left,0.035567,Left
2916,lower left,0.010645,Left
2916,lower left,0.011641,Left
2916,lower left,0.011673,Left
2916,lower left,0.024149,Left
2916,lower left,0.012181,Left
2916,lower left,0.010908,Left
2916,lower left,0.010796,Left
2916,lower left,0.01092,Left
2916,lower left,0.027258,Left
2916,lower left,0.012158,Left
2916,lower left,0.011575,Left
2916,lower left,0.017085,Left
2916,lower left,0.026392,Left
2916,lower left,0.02946,Left
2916,lower left,0.018813,Left
2916,lower left,0.040324,Left
2916,lower left,0.009551,Left
2916,lower left,0.010911,Left
2916,lower left,0.017824,Left
2916,lower left,0.014345,Left
2916,lower left,0.013149,Left
2916,lower left,0.011216,Left
2916,lower left,0.010474,Left
2916,lower left,0.010019,Left
2916,lower left,0.00975,Left
2916,lower left,0.038076,Left
2916,lower left,0.034988,Left
2916,lower left,0.014844,Left
2916,lower left,0.022339,Left
2916,lower left,0.020801,Left
2916,lower left,0.01018,Left
2916,lower left,0.012065,Left
2916,lower left,0.016416,Left
2916,lower left,0.010332,Left
2916,lower left,0.02255,Left
2916,lower left,0.012247,Left
2916,lower left,0.009586,Left
2916,lower left,0.013512,Left
2916,lower left,0.009325,Left
2916,lower left,0.018074,Left
2916,lower left,0.012768,Left
2916,lower left,0.014824,Left
2916,lower left,0.021739,Left
2916,lower left,0.023917,Left
2916,lower left,0.019483,Left
2916,lower left,0.029854,Left
2916,lower left,0.021137,Left
2916,lower left,0.009096,Left
2916,lower left,0.00992,Left
2916,lower left,0.009976,Left
2916,lower right,0.00933,Right
2916,lower right,0.041674,Right
2916,lower right,0.033724,Right
2916,lower right,0.029871,Right
2916,lower right,0.050304,Right
2916,lower right,0.010439,Right
2916,lower right,0.048217,Right
2916,lower right,0.012451,Right
2916,lower right,0.032755,Right
2916,lower right,0.015903,Right
2916,lower right,0.015081,Right
2916,lower right,0.009459,Right
2916,lower right,0.037986,Right
2916,lower right,0.014754,Right
2916,lower right,0.015306,Right
2916,lower right,0.034945,Right
2916,lower right,0.016678,Right
2916,lower right,0.016828,Right
2916,lower right,0.011348,Right
2916,lower right,0.013499,Right
2916,lower right,0.013022,Right
2916,lower right,0.039131,Right
2916,lower right,0.017857,Right
2916,lower right,0.024601,Right
2916,lower right,0.009565,Right
2916,lower right,0.014969,Right
2916,lower right,0.012787,Right
2916,lower right,0.017495,Right
2916,lower right,0.024333,Right
2916,lower right,0.014112,Right
2916,lower right,0.018694,Right
2916,lower right,0.017204,Right
