PF,perf.area,roughness,perf.side
6919,lower right,0.02274,Right
6919,lower right,0.03337,Right
6919,lower right,0.02545,Right
6919,lower right,0.018957,Right
6919,lower right,0.026164,Right
6919,lower right,0.038409,Right
6919,lower right,0.022629,Right
6919,lower right,0.01345,Right
6919,lower right,0.010285,Right
6919,lower right,0.007877,Right
6919,lower right,0.011877,Right
6919,lower right,0.023074,Right
6919,lower right,0.010284,Right
6919,lower right,0.012034,Right
6919,lower right,0.007089,Right
6919,lower right,0.032891,Right
6919,lower right,0.008245,Right
6919,lower right,0.023266,Right
6919,lower right,0.024638,Right
6919,lower right,0.019408,Right
6919,lower right,0.009307,Right
6919,lower right,0.026113,Right
6919,upper left,0.009994,Left
6919,upper left,0.007371,Left
6919,upper left,0.006649,Left
6919,upper left,0.020338,Left
6919,upper left,0.012882,Left
6919,upper left,0.014838,Left
6919,upper left,0.010614,Left
6919,upper left,0.008426,Left
6919,upper left,0.006984,Left
6919,upper left,0.00838,Left
6919,upper left,0.009268,Left
6919,upper left,0.023478,Left
6919,upper left,0.00763,Left
6919,upper left,0.01001,Left
6919,upper left,0.007458,Left
6919,upper left,0.01405,Left
6919,upper left,0.006639,Left
6919,upper left,0.007666,Left
6919,upper left,0.011592,Left
6919,upper left,0.030391,Left
6919,upper left,0.008062,Left
6919,upper left,0.01585,Left
6919,upper left,0.01802,Left
6919,upper left,0.007942,Left
6919,upper left,0.015989,Left
6919,upper left,0.025968,Left
6919,upper left,0.009889,Left
6919,upper left,0.036243,Left
6919,upper left,0.021023,Left
6919,upper left,0.006492,Left
6919,upper left,0.008716,Left
6919,upper left,0.009817,Left
6919,upper left,0.030547,Left
6919,upper left,0.010847,Left
6919,upper left,0.026048,Left
6919,upper left,0.026997,Left
6919,upper left,0.007469,Left
6919,upper left,0.025158,Left
6919,upper left,0.027561,Left
6919,upper left,0.027364,Left
6919,upper left,0.008677,Left
6919,upper left,0.009128,Left
6919,upper left,0.01986,Left
6919,upper left,0.006935,Left
6919,upper left,0.011801,Left
6919,upper left,0.014432,Left
6919,upper left,0.027976,Left
6919,upper left,0.007053,Left
6919,upper left,0.006145,Left
6919,upper left,0.007929,Left
6919,upper left,0.020345,Left
6919,upper left,0.019534,Left
6919,upper left,0.018221,Left
6919,upper left,0.007604,Left
6919,upper left,0.009867,Left
6919,upper left,0.011008,Left
6919,upper left,0.007475,Left
6919,upper left,0.008799,Left
6919,upper left,0.01202,Left
6919,upper left,0.010244,Left
6919,upper left,0.011752,Left
6919,upper left,0.012026,Left
6919,upper left,0.009925,Left
6919,upper left,0.018107,Left
6919,upper left,0.010995,Left
6919,upper left,0.006029,Left
6919,upper left,0.008288,Left
6919,upper left,0.019711,Left
6919,upper left,0.019773,Left
6919,upper left,0.006192,Left
6919,upper left,0.017122,Left
6919,upper left,0.015154,Left
6919,upper left,0.010035,Left
6919,upper left,0.01857,Left
6919,upper left,0.008263,Left
6919,upper left,0.006526,Left
6919,upper left,0.009942,Left
6919,upper left,0.014311,Left
6919,upper left,0.009542,Left
6919,upper left,0.012525,Left
6919,upper left,0.008658,Left
6919,upper left,0.009301,Left
6919,upper left,0.029423,Left
6919,upper left,0.026218,Left
6919,upper left,0.016525,Left
6919,upper left,0.019178,Left
6919,upper left,0.018436,Left
6919,upper left,0.008343,Left
6919,upper left,0.007859,Left
6919,upper left,0.010443,Left
6919,upper left,0.010688,Left
6919,upper left,0.018718,Left
6919,upper left,0.023656,Left
6919,upper left,0.020353,Left
6919,upper left,0.014525,Left
6919,upper left,0.025491,Left
6919,upper left,0.009275,Left
6919,upper left,0.008196,Left
6919,upper left,0.0083320000000000009,Left
6919,upper left,0.013261,Left
6919,upper right,0.007598,Right
6919,upper right,0.018164,Right
6919,upper right,0.017652,Right
6919,upper right,0.01827,Right
6919,upper right,0.030548,Right
6919,upper right,0.013334,Right
6919,upper right,0.025095,Right
6919,upper right,0.006166,Right
6919,upper right,0.007283,Right
6919,upper right,0.018516,Right
6919,upper right,0.006125,Right
6919,upper right,0.006862,Right
6919,upper right,0.006394,Right
6919,upper right,0.022223,Right
6919,upper right,0.011031,Right
6919,upper right,0.028553,Right
6919,upper right,0.008168,Right
6919,upper right,0.010065,Right
6919,upper right,0.006228,Right
6919,upper right,0.014012,Right
6919,upper right,0.012401,Right
6919,upper right,0.015151,Right
6919,upper right,0.025219,Right
6919,upper right,0.021672,Right
6919,upper right,0.0155,Right
6919,upper right,0.009762,Right
6919,upper right,0.007962,Right
6919,upper right,0.009293,Right
6919,upper right,0.010283,Right
6919,upper right,0.008977,Right
6919,upper right,0.028833,Right
6919,upper right,0.016676,Right
6919,upper right,0.01949,Right
6919,upper right,0.007269,Right
6919,upper right,0.016063,Right
6919,upper right,0.010861,Right
6919,upper right,0.012071,Right
6919,upper right,0.017687,Right
6919,upper right,0.024873,Right
6919,upper right,0.009227,Right
6919,upper right,0.015692,Right
6919,upper right,0.027171,Right
6919,upper right,0.015539,Right
6919,upper right,0.01902,Right
6919,upper right,0.020378,Right
6919,upper right,0.011569,Right
6919,upper right,0.01288,Right
6919,upper right,0.024839,Right
6919,upper right,0.012653,Right
6919,upper right,0.025741,Right
6919,upper right,0.019244,Right
6919,upper right,0.015871,Right
6919,upper right,0.01645,Right
6919,upper right,0.024081,Right
6919,upper right,0.006403,Right
6919,upper right,0.009498,Right
6919,upper right,0.016255,Right
6919,upper right,0.014066,Right
6919,upper right,0.008743,Right
6919,upper right,0.006923,Right
6919,upper right,0.010865,Right
6919,upper right,0.022884,Right
6919,upper right,0.028935,Right
6919,upper right,0.009724,Right
6919,upper right,0.017045,Right
6919,upper right,0.012909,Right
6919,upper right,0.022384,Right
6919,upper right,0.013486,Right
6919,upper right,0.011589,Right
6919,upper right,0.026356,Right
6919,upper right,0.012469,Right
6919,upper right,0.015064,Right
6919,upper right,0.01738,Right
6919,upper right,0.031725,Right
6919,upper right,0.016289,Right
6919,upper right,0.011104,Right
6919,upper right,0.011099,Right
6919,upper right,0.011987,Right
6919,upper right,0.013475000000000001,Right
6919,upper right,0.019319,Right
6919,upper right,0.006567,Right
6919,upper right,0.006865,Right
6919,upper right,0.011615,Right
6919,upper right,0.016027,Right
6919,upper right,0.029548,Right
6919,upper right,0.021111,Right
6919,upper right,0.008548,Right
6919,upper right,0.008547,Right
6919,upper right,0.007937,Right
6919,upper right,0.018396,Right
6919,upper right,0.007779,Right
6919,upper right,0.013428,Right
6919,upper right,0.011457,Right
6919,upper right,0.01549,Right
6919,upper right,0.022168,Right
6919,upper right,0.012272,Right
6919,upper right,0.011839,Right
6919,upper right,0.00753,Right
6919,upper right,0.018912,Right
6919,upper right,0.00663,Right
6920,lower left,0.022252,Left
6920,lower left,0.026065,Left
6920,lower left,0.03508,Left
6920,lower left,0.020845,Left
6920,lower left,0.020923,Left
6920,lower left,0.018443,Left
6920,lower left,0.023546,Left
6920,lower left,0.024731,Left
6920,lower left,0.011163,Left
6920,lower left,0.010054,Left
6920,lower left,0.013744,Left
6920,lower left,0.022483,Left
6920,lower left,0.021632,Left
6920,lower left,0.012497,Left
6920,lower left,0.0428,Left
6920,lower left,0.039712,Left
6920,lower left,0.04926,Left
6920,lower left,0.029461,Left
6920,lower left,0.014642,Left
6920,lower left,0.010312,Left
6920,lower left,0.022974,Left
6920,lower left,0.012308,Left
6920,lower left,0.011851,Left
6920,lower left,0.014735,Left
6920,lower left,0.01249,Left
6920,lower left,0.018416,Left
6920,lower left,0.023556,Left
6920,lower left,0.025866,Left
6920,lower left,0.031273,Left
6920,lower left,0.010786,Left
6920,lower left,0.024339,Left
6920,lower left,0.025827,Left
6920,lower left,0.031706,Left
6920,lower left,0.041444,Left
6920,lower left,0.025922,Left
6920,lower left,0.011134,Left
6920,lower left,0.036406,Left
6920,lower left,0.012116,Left
6920,lower left,0.031773,Left
6920,lower left,0.010572,Left
6920,lower left,0.024607,Left
6920,lower left,0.035892,Left
6920,lower left,0.013008,Left
6920,lower left,0.010408,Left
6920,lower left,0.036776,Left
6920,lower left,0.017561,Left
6920,lower left,0.026797,Left
6920,lower left,0.012875,Left
6920,lower left,0.011133,Left
6920,lower left,0.031646,Left
6920,lower left,0.014085,Left
6920,lower left,0.025838,Left
6920,lower left,0.013123,Left
6920,lower left,0.011362,Left
6920,lower left,0.02279,Left
6920,lower left,0.010056,Left
6920,lower left,0.019085,Left
6920,lower left,0.011454,Left
6920,lower left,0.018202,Left
6920,lower left,0.038026,Left
6920,lower left,0.029526,Left
6920,lower left,0.035147,Left
6920,lower left,0.019576,Left
6920,lower left,0.040306,Left
6920,lower left,0.055924,Left
6920,lower left,0.014459,Left
6920,lower left,0.041296,Left
6920,lower left,0.01135,Left
6920,lower left,0.01267,Left
6920,lower left,0.022295,Left
6920,lower left,0.011812,Left
6920,lower left,0.029449,Left
6920,lower left,0.012001,Left
6920,lower left,0.02101,Left
6920,lower left,0.047072,Left
6920,lower left,0.012159,Left
6920,lower left,0.017328,Left
6920,lower left,0.011623,Left
6920,lower left,0.051384,Left
6920,lower left,0.017441,Left
6920,lower left,0.025784,Left
6920,lower left,0.01779,Left
6920,lower left,0.028295,Left
6920,lower left,0.011484,Left
6920,lower left,0.017838,Left
6920,lower left,0.029842,Left
6920,lower left,0.015515,Left
6920,lower left,0.010291,Left
6920,lower left,0.027797,Left
6920,lower left,0.010179,Left
6920,lower left,0.012721,Left
6920,lower left,0.017718,Left
6920,lower left,0.0175,Left
6920,lower left,0.031151,Left
6920,lower left,0.010236,Left
6920,lower left,0.018786,Left
6920,lower left,0.021237,Left
6920,lower left,0.03576,Left
6920,lower left,0.023267,Left
6920,lower left,0.024722,Left
6920,lower right,0.035685,Right
6920,lower right,0.028807,Right
6920,lower right,0.013004,Right
6920,lower right,0.015287,Right
6920,lower right,0.029192,Right
6920,lower right,0.012135,Right
6920,lower right,0.050794,Right
6920,lower right,0.013493,Right
6920,lower right,0.014183,Right
6920,lower right,0.031155,Right
6920,lower right,0.020029,Right
6920,lower right,0.014387,Right
6920,lower right,0.010698,Right
6920,lower right,0.015264,Right
6920,lower right,0.030131,Right
6920,lower right,0.015636,Right
6920,lower right,0.011534,Right
6920,lower right,0.010899,Right
6920,lower right,0.024771,Right
6920,lower right,0.016006,Right
6920,lower right,0.012939,Right
6920,lower right,0.049202,Right
6920,lower right,0.010889,Right
6920,lower right,0.028707,Right
6920,lower right,0.012825,Right
6920,lower right,0.035103,Right
6920,lower right,0.010449,Right
6920,lower right,0.019323,Right
6920,lower right,0.033261,Right
6920,lower right,0.012782,Right
6920,lower right,0.040125,Right
6920,lower right,0.012897,Right
6920,lower right,0.012175,Right
6920,lower right,0.014476,Right
6920,lower right,0.011805,Right
6920,lower right,0.030747,Right
6920,lower right,0.025982,Right
6920,lower right,0.031327,Right
6920,lower right,0.027585,Right
6920,lower right,0.020642,Right
6920,lower right,0.027478,Right
6920,lower right,0.017044,Right
6920,lower right,0.019569,Right
6920,lower right,0.012702,Right
6920,lower right,0.010146,Right
6920,lower right,0.010051,Right
6920,lower right,0.010605,Right
6920,lower right,0.018909,Right
6920,lower right,0.033267,Right
6920,lower right,0.02677,Right
6920,lower right,0.012438,Right
6920,lower right,0.020897,Right
6920,lower right,0.015014,Right
6920,lower right,0.010979,Right
6920,lower right,0.016844,Right
6920,lower right,0.018373,Right
6920,lower right,0.012142,Right
6920,lower right,0.01193,Right
6920,lower right,0.011092,Right
6920,lower right,0.018771,Right
6920,lower right,0.010818,Right
6920,lower right,0.028759,Right
6920,lower right,0.029162,Right
6920,lower right,0.024565,Right
6920,lower right,0.030204,Right
6920,lower right,0.017793,Right
6920,lower right,0.017755,Right
6920,lower right,0.025007,Right
6920,lower right,0.021127,Right
6920,lower right,0.012027,Right
6920,lower right,0.010988,Right
6920,lower right,0.017281,Right
6920,lower right,0.016785,Right
6920,lower right,0.022738,Right
6920,lower right,0.019805,Right
6920,lower right,0.029765,Right
6920,lower right,0.021902,Right
6920,lower right,0.015822,Right
6920,lower right,0.019724,Right
6920,lower right,0.016822,Right
6920,lower right,0.027124,Right
6920,lower right,0.011678,Right
6920,lower right,0.037923,Right
6920,lower right,0.017391,Right
6920,lower right,0.027631,Right
6920,lower right,0.015117,Right
6920,lower right,0.042223,Right
6920,lower right,0.021039,Right
6920,lower right,0.030224,Right
6920,lower right,0.022871,Right
6920,lower right,0.025365,Right
6920,lower right,0.01108,Right
6920,lower right,0.019151,Right
6920,lower right,0.014405,Right
6920,lower right,0.023478,Right
6920,lower right,0.01378,Right
6920,lower right,0.015447,Right
6920,lower right,0.030259,Right
6920,lower right,0.036947,Right
6920,lower right,0.019177,Right
6920,upper left,0.018902,Left
6920,upper left,0.033409,Left
6920,upper left,0.033285,Left
6920,upper left,0.041881,Left
6920,upper left,0.046734,Left
6920,upper left,0.048312,Left
6920,upper left,0.044297,Left
6920,upper left,0.023995,Left
6920,upper left,0.017651,Left
6920,upper left,0.029606,Left
6920,upper left,0.014585,Left
6920,upper left,0.027576,Left
6920,upper left,0.014446,Left
6920,upper left,0.029631,Left
6920,upper left,0.011454,Left
6920,upper left,0.018214,Left
6920,upper left,0.030371,Left
6920,upper left,0.01423,Left
6920,upper left,0.023694,Left
6920,upper left,0.017641,Left
6920,upper left,0.011562,Left
6920,upper left,0.040243,Left
6920,upper left,0.01326,Left
6920,upper left,0.01792,Left
6920,upper left,0.023893,Left
6920,upper left,0.035087,Left
6920,upper left,0.025604,Left
6920,upper left,0.044536,Left
6920,upper left,0.019118,Left
6920,upper left,0.023017,Left
6920,upper left,0.013835,Left
6920,upper left,0.010747,Left
6920,upper left,0.025848,Left
6920,upper left,0.021203,Left
6920,upper left,0.029427,Left
6920,upper left,0.01964,Left
6920,upper left,0.011557,Left
6920,upper left,0.01498,Left
6920,upper left,0.020062,Left
6920,upper left,0.06406,Left
6920,upper left,0.013798,Left
6920,upper left,0.024062,Left
6920,upper left,0.019069,Left
6920,upper left,0.026828,Left
6920,upper left,0.012968,Left
6920,upper left,0.016993,Left
6920,upper left,0.015586,Left
6920,upper left,0.029785,Left
6920,upper left,0.012517,Left
6920,upper left,0.010385,Left
6920,upper left,0.025519,Left
6920,upper left,0.031478,Left
6920,upper left,0.019241,Left
6920,upper left,0.024346,Left
6920,upper left,0.034861,Left
6920,upper left,0.020432,Left
6920,upper left,0.057892,Left
6920,upper left,0.042856,Left
6920,upper left,0.012945,Left
6920,upper left,0.038213,Left
6920,upper left,0.025636,Left
6920,upper left,0.017022,Left
6920,upper left,0.021737,Left
6920,upper left,0.032445,Left
6920,upper left,0.036968,Left
6920,upper left,0.014005,Left
6920,upper left,0.022065,Left
6920,upper left,0.023637,Left
6920,upper left,0.011289,Left
6920,upper left,0.012952,Left
6920,upper left,0.040382,Left
6920,upper left,0.016778,Left
6920,upper left,0.037348,Left
6920,upper left,0.029906,Left
6920,upper left,0.013187,Left
6920,upper left,0.012666,Left
6920,upper left,0.019356,Left
6920,upper left,0.018249,Left
6920,upper left,0.029175,Left
6920,upper left,0.047103,Left
6920,upper left,0.044198,Left
6920,upper left,0.035991,Left
6920,upper left,0.022035,Left
6920,upper left,0.017308,Left
6920,upper left,0.014158,Left
6920,upper left,0.040402,Left
6920,upper left,0.040963,Left
6920,upper left,0.037177,Left
6920,upper left,0.015156,Left
6920,upper left,0.015598,Left
6920,upper left,0.027742,Left
6920,upper left,0.027702,Left
6920,upper left,0.016868,Left
6920,upper left,0.024982,Left
6920,upper left,0.046887,Left
6920,upper left,0.045242,Left
6920,upper left,0.016012,Left
6920,upper left,0.028347,Left
6920,upper left,0.019606,Left
6920,upper left,0.015773,Left
6920,upper right,0.012466,Right
6920,upper right,0.021981,Right
6920,upper right,0.037337,Right
6920,upper right,0.031378,Right
6920,upper right,0.026417,Right
6920,upper right,0.030532,Right
6920,upper right,0.017578,Right
6920,upper right,0.01471,Right
6920,upper right,0.014122,Right
6920,upper right,0.010638,Right
6920,upper right,0.040353,Right
6920,upper right,0.031158,Right
6920,upper right,0.025692,Right
6920,upper right,0.013826,Right
6920,upper right,0.027463,Right
6920,upper right,0.032945,Right
6920,upper right,0.02284,Right
6920,upper right,0.017936,Right
6920,upper right,0.010815,Right
6920,upper right,0.022684,Right
6920,upper right,0.011112,Right
6920,upper right,0.03244,Right
6920,upper right,0.034604,Right
6920,upper right,0.017392,Right
6920,upper right,0.017211,Right
6920,upper right,0.010269,Right
6920,upper right,0.017255,Right
6920,upper right,0.028625,Right
6920,upper right,0.025376,Right
6920,upper right,0.015834,Right
6920,upper right,0.02137,Right
6920,upper right,0.013629,Right
6920,upper right,0.010604,Right
6920,upper right,0.013183,Right
6920,upper right,0.013436,Right
6920,upper right,0.029744,Right
6920,upper right,0.016187,Right
6920,upper right,0.037332,Right
6920,upper right,0.014627,Right
6920,upper right,0.018666,Right
6920,upper right,0.030881,Right
6920,upper right,0.027182,Right
6920,upper right,0.011354,Right
6920,upper right,0.030075,Right
6920,upper right,0.01255,Right
6920,upper right,0.028487,Right
6920,upper right,0.036029,Right
6920,upper right,0.013055,Right
6920,upper right,0.029553,Right
6920,upper right,0.033811,Right
6920,upper right,0.010635,Right
6920,upper right,0.025727,Right
6920,upper right,0.025191,Right
6920,upper right,0.02677,Right
6920,upper right,0.036304,Right
6920,upper right,0.011642,Right
6920,upper right,0.010649,Right
6920,upper right,0.0246,Right
6920,upper right,0.011219,Right
6920,upper right,0.045072,Right
6920,upper right,0.019199,Right
6920,upper right,0.030476,Right
6920,upper right,0.012951,Right
6920,upper right,0.012715,Right
6920,upper right,0.013272,Right
6920,upper right,0.010301,Right
6920,upper right,0.015801,Right
6920,upper right,0.033578,Right
6920,upper right,0.010018,Right
6920,upper right,0.0115,Right
6920,upper right,0.017005,Right
6920,upper right,0.010623,Right
6920,upper right,0.018656,Right
6920,upper right,0.020133,Right
6920,upper right,0.02432,Right
6920,upper right,0.010458,Right
6920,upper right,0.011969,Right
6920,upper right,0.031817,Right
6920,upper right,0.035465000000000003,Right
6920,upper right,0.027433,Right
6920,upper right,0.022784,Right
6920,upper right,0.015821000000000002,Right
6920,upper right,0.014454,Right
6920,upper right,0.042818,Right
6920,upper right,0.019525,Right
6920,upper right,0.020495,Right
6920,upper right,0.034633,Right
6920,upper right,0.014167,Right
6920,upper right,0.027438,Right
6920,upper right,0.016682,Right
6920,upper right,0.024729,Right
6920,upper right,0.034245,Right
6920,upper right,0.0343,Right
6920,upper right,0.014624,Right
6920,upper right,0.010799,Right
6920,upper right,0.02804,Right
6920,upper right,0.036026,Right
6920,upper right,0.037183,Right
6920,upper right,0.023692,Right
6920,upper right,0.025007,Right
6921,lower left,0.008767,Left
6921,lower left,0.016197,Left
6921,lower left,0.062554,Left
6921,lower left,0.039809,Left
6921,lower left,0.023901,Left
6921,lower left,0.011422,Left
6921,lower left,0.021686,Left
6921,lower left,0.055236,Left
6921,lower left,0.062881,Left
6921,lower left,0.027082,Left
6921,lower left,0.02716,Left
6921,lower left,0.011105,Left
6921,lower left,0.02928,Left
6921,lower left,0.020201,Left
6921,lower left,0.038501,Left
6921,lower left,0.052119,Left
6921,lower left,0.025576,Left
6921,lower left,0.009265,Left
6921,lower left,0.009117,Left
6921,lower left,0.08273,Left
6921,lower left,0.031154,Left
6921,lower left,0.027648,Left
6921,lower left,0.030478,Left
6921,lower left,0.035675,Left
6921,lower left,0.01345,Left
6921,lower left,0.008303,Left
6921,lower left,0.010212,Left
6921,lower left,0.01482,Left
6921,lower left,0.020924,Left
6921,lower left,0.010462,Left
6921,lower left,0.018058,Left
6921,lower left,0.051654,Left
6921,lower left,0.049022,Left
6921,lower left,0.01677,Left
6921,lower left,0.010632,Left
6921,lower left,0.026921,Left
6921,lower left,0.024615,Left
6921,lower left,0.013163,Left
6921,lower left,0.050836,Left
6921,lower left,0.0149,Left
6921,lower left,0.015076,Left
6921,lower left,0.015519,Left
6921,lower left,0.027898,Left
6921,lower left,0.044316,Left
6921,lower left,0.038538,Left
6921,lower left,0.056159,Left
6921,lower left,0.010025,Left
6921,lower left,0.014393,Left
6921,lower left,0.010498,Left
6921,lower left,0.010304,Left
6921,lower left,0.023936,Left
6921,lower left,0.038996,Left
6921,lower left,0.011044,Left
6921,lower left,0.014055,Left
6921,lower left,0.025914,Left
6921,lower left,0.025522,Left
6921,lower left,0.054348,Left
6921,lower left,0.044829,Left
6921,lower left,0.02971,Left
6921,lower left,0.072875,Left
6921,lower left,0.026706,Left
6921,lower left,0.016945000000000002,Left
6921,lower left,0.01617,Left
6921,lower left,0.012072,Left
6921,lower left,0.023379,Left
6921,lower left,0.020917,Left
6921,lower left,0.016375,Left
6921,lower left,0.012345,Left
6921,lower left,0.02347,Left
6921,lower left,0.017878,Left
6921,lower left,0.014112,Left
6921,lower left,0.013648,Left
6921,lower left,0.020843,Left
6921,lower left,0.011531,Left
6921,lower left,0.034937,Left
6921,lower left,0.010735,Left
6921,lower left,0.015249,Left
6921,lower left,0.017808,Left
6921,lower left,0.009344,Left
6921,lower left,0.011364,Left
6921,lower left,0.009699,Left
6921,lower left,0.04552,Left
6921,lower left,0.012378,Left
6921,lower left,0.031727,Left
6921,lower left,0.009034,Left
6921,lower left,0.028106,Left
6921,lower left,0.022153,Left
6921,lower left,0.050556,Left
6921,lower left,0.045363,Left
6921,lower left,0.041711,Left
6921,lower left,0.033674,Left
6921,lower left,0.067806,Left
6921,lower left,0.025846,Left
6921,lower left,0.014944,Left
6921,lower left,0.016739,Left
6921,lower left,0.029646,Left
6921,lower left,0.051009,Left
6921,lower left,0.013927,Left
6921,lower left,0.013743,Left
6921,lower left,0.012998,Left
6921,lower right,0.009103,Right
6921,lower right,0.014231,Right
6921,lower right,0.024842,Right
6921,lower right,0.026145,Right
6921,lower right,0.009356,Right
6921,lower right,0.010043,Right
6921,lower right,0.010366,Right
6921,lower right,0.015253,Right
6921,lower right,0.016672,Right
6921,lower right,0.010661,Right
6921,lower right,0.032223,Right
6921,lower right,0.024394,Right
6921,lower right,0.035015,Right
6921,lower right,0.010604,Right
6921,lower right,0.008573,Right
6921,lower right,0.01372,Right
6921,lower right,0.017725,Right
6921,lower right,0.023931,Right
6921,lower right,0.016352,Right
6921,lower right,0.01582,Right
6921,lower right,0.017478,Right
6921,lower right,0.018316,Right
6921,lower right,0.019457,Right
6921,lower right,0.0304,Right
6921,lower right,0.012286,Right
6921,lower right,0.012628,Right
6921,lower right,0.015636,Right
6921,lower right,0.046464,Right
6921,lower right,0.028444,Right
6921,lower right,0.015935,Right
6921,lower right,0.011972,Right
6921,lower right,0.024015,Right
6921,lower right,0.011467,Right
6921,lower right,0.035763,Right
6921,lower right,0.026878,Right
6921,lower right,0.009925,Right
6921,lower right,0.009816,Right
6921,lower right,0.024506,Right
6921,lower right,0.009493,Right
6921,lower right,0.039557,Right
6921,lower right,0.018979,Right
6921,lower right,0.016065,Right
6921,lower right,0.029998,Right
6921,lower right,0.019332,Right
6921,lower right,0.015303,Right
6921,lower right,0.014549,Right
6921,lower right,0.015453,Right
6921,lower right,0.10192,Right
6921,lower right,0.053961,Right
6921,lower right,0.019501,Right
6921,lower right,0.01264,Right
6921,lower right,0.025768,Right
6921,lower right,0.059351,Right
6921,lower right,0.055494,Right
6921,lower right,0.040563,Right
6921,lower right,0.017776,Right
6921,lower right,0.021596,Right
6921,lower right,0.015006,Right
6921,lower right,0.023697,Right
6921,lower right,0.020578,Right
6921,lower right,0.010975,Right
6921,lower right,0.015073,Right
6921,lower right,0.016742,Right
6921,lower right,0.013861,Right
6921,lower right,0.00968,Right
6921,lower right,0.02263,Right
6921,lower right,0.040487,Right
6921,lower right,0.020127,Right
6921,lower right,0.02126,Right
6921,lower right,0.025093,Right
6921,lower right,0.0766,Right
6921,lower right,0.031481,Right
6921,lower right,0.011842,Right
6921,lower right,0.012674,Right
6921,lower right,0.008181,Right
6921,lower right,0.011882,Right
6921,lower right,0.016318,Right
6921,lower right,0.028733,Right
6921,lower right,0.054024,Right
6921,lower right,0.020076,Right
6921,lower right,0.035332,Right
6921,lower right,0.038315,Right
6921,lower right,0.019445,Right
6921,lower right,0.021715,Right
6921,lower right,0.027821,Right
6921,lower right,0.020054,Right
6921,lower right,0.029968,Right
6921,lower right,0.017358,Right
6921,lower right,0.010526,Right
6921,lower right,0.013291,Right
6921,lower right,0.028566,Right
6921,lower right,0.017318,Right
6921,lower right,0.022919,Right
6921,lower right,0.009693,Right
6921,lower right,0.021285,Right
6921,lower right,0.011175,Right
6921,lower right,0.011433,Right
6921,lower right,0.017003,Right
6921,lower right,0.031654,Right
6921,lower right,0.012596,Right
6921,upper left,0.019266,Left
6921,upper left,0.017279,Left
6921,upper left,0.043995,Left
6921,upper left,0.015888,Left
6921,upper left,0.015118,Left
6921,upper left,0.027775,Left
6921,upper left,0.020317,Left
6921,upper left,0.013419,Left
6921,upper left,0.01544,Left
6921,upper left,0.03405,Left
6921,upper left,0.027176,Left
6921,upper left,0.018076,Left
6921,upper left,0.013437,Left
6921,upper left,0.012278,Left
6921,upper left,0.016849,Left
6921,upper left,0.018626,Left
6921,upper left,0.025519,Left
6921,upper left,0.021278,Left
6921,upper left,0.010884,Left
6921,upper left,0.019089,Left
6921,upper left,0.014033,Left
6921,upper left,0.01097,Left
6921,upper left,0.013493,Left
6921,upper left,0.026667,Left
6921,upper left,0.011443,Left
6921,upper left,0.01317,Left
6921,upper left,0.017134,Left
6921,upper left,0.008748,Left
6921,upper left,0.014311,Left
6921,upper left,0.034129,Left
6921,upper left,0.014561,Left
6921,upper left,0.019415,Left
6921,upper left,0.014848,Left
6921,upper left,0.031273,Left
6921,upper left,0.015752,Left
6921,upper left,0.010636,Left
6921,upper left,0.009957,Left
6921,upper left,0.017122,Left
6921,upper left,0.011654,Left
6921,upper left,0.01348,Left
6921,upper left,0.033938,Left
6921,upper left,0.018095,Left
6921,upper left,0.02123,Left
6921,upper left,0.028448,Left
6921,upper left,0.013898,Left
6921,upper left,0.015934,Left
6921,upper left,0.01756,Left
6921,upper left,0.01917,Left
6921,upper left,0.033034,Left
6921,upper left,0.009615,Left
6921,upper left,0.02865,Left
6921,upper left,0.02154,Left
6921,upper left,0.02497,Left
6921,upper left,0.019012,Left
6921,upper left,0.010118,Left
6921,upper left,0.009629,Left
6921,upper left,0.02008,Left
6921,upper left,0.010854,Left
6921,upper left,0.023145,Left
6921,upper left,0.015482,Left
6921,upper left,0.050431,Left
6921,upper left,0.00812,Left
6921,upper left,0.02469,Left
6921,upper left,0.069497,Left
6921,upper left,0.021751,Left
6921,upper left,0.014882,Left
6921,upper left,0.049584,Left
6921,upper left,0.008426,Left
6921,upper left,0.014186,Left
6921,upper left,0.012182,Left
6921,upper left,0.009177,Left
6921,upper left,0.021429,Left
6921,upper left,0.01302,Left
6921,upper left,0.010706,Left
6921,upper left,0.008588,Left
6921,upper left,0.012423,Left
6921,upper left,0.042492,Left
6921,upper left,0.01569,Left
6921,upper left,0.017604,Left
6921,upper left,0.009209,Left
6921,upper left,0.031711,Left
6921,upper left,0.009532,Left
6921,upper left,0.009095,Left
6921,upper left,0.023586,Left
6921,upper left,0.025778,Left
6921,upper left,0.023363,Left
6921,upper left,0.017508,Left
6921,upper left,0.015427,Left
6921,upper left,0.016422,Left
6921,upper left,0.017614,Left
6921,upper left,0.010016,Left
6921,upper left,0.01757,Left
6921,upper left,0.018892,Left
6921,upper left,0.012868,Left
6921,upper left,0.017206,Left
6921,upper left,0.044634,Left
6921,upper left,0.01276,Left
6921,upper left,0.038765,Left
6921,upper left,0.019618,Left
6921,upper left,0.034741,Left
6921,upper right,0.021584,Right
6921,upper right,0.01231,Right
6921,upper right,0.008607,Right
6921,upper right,0.022492,Right
6921,upper right,0.022968,Right
6921,upper right,0.032242,Right
6921,upper right,0.008377,Right
6921,upper right,0.03506,Right
